ID,Name,Full Name,Type 1,Type 2,Fast Move,Fast Move Type,Power,Turns,Energy,Charge Move,Charge Move Type,Power,Energy,Charge Time,Fast DPS,Charge DPS,Total DPS
213,Rattata,Rattata,Normal,Flying,Tackle,Normal,3,1,2,Frustration,Normal,10,70,17.5,4,0.34,4.34
214,Rattata,Rattata,Normal,Flying,Tackle,Normal,3,1,2,Return,Normal,130,70,17.5,4,4.46,8.46
215,Rattata,Rattata (Alolan Rattata),Dark,Normal,Quick Attack,Normal,5,2,7,Shadow Ball,Ghost,100,55,8,3,6.25,9.25
216,Rattata,Rattata (Alolan Rattata),Dark,Normal,Quick Attack,Normal,5,2,7,Hyper Fang,Normal,80,50,8,3,5,8
217,Rattata,Rattata (Alolan Rattata),Dark,Normal,Quick Attack,Normal,5,2,7,Crunch,Dark,70,45,7,3,6,9
218,Rattata,Rattata (Alolan Rattata),Dark,Normal,Tackle,Normal,3,1,2,Shadow Ball,Ghost,100,55,14,4,3.57,7.57
219,Rattata,Rattata (Alolan Rattata),Dark,Normal,Tackle,Normal,3,1,2,Hyper Fang,Normal,80,50,12.5,4,3.2,7.2
220,Rattata,Rattata (Alolan Rattata),Dark,Normal,Tackle,Normal,3,1,2,Crunch,Dark,70,45,11.5,4,3.65,7.65
221,Raticate,Raticate,Normal,Normal,Bite,Dark,4,1,2,Hyper Beam,Normal,150,80,20,6,6.7,12.7
222,Raticate,Raticate,Normal,Normal,Bite,Dark,4,1,2,Dig,Ground,100,80,20,6,3.75,9.75
223,Raticate,Raticate,Normal,Normal,Bite,Dark,4,1,2,Hyper Fang,Normal,80,50,12.5,6,5.76,11.76
224,Raticate,Raticate,Normal,Normal,Bite,Dark,4,1,2,Frustration,Normal,10,70,17.5,6,0.51,6.51
225,Raticate,Raticate,Normal,Normal,Bite,Dark,4,1,2,Return,Normal,130,70,17.5,6,6.69,12.69
226,Raticate,Raticate,Normal,Normal,Quick Attack,Normal,5,2,7,Hyper Beam,Normal,150,80,12,5,11.17,16.17
227,Raticate,Raticate,Normal,Normal,Quick Attack,Normal,5,2,7,Dig,Ground,100,80,12,5,6.25,11.25
228,Raticate,Raticate,Normal,Normal,Quick Attack,Normal,5,2,7,Hyper Fang,Normal,80,50,8,5,9,14
229,Raticate,Raticate,Normal,Normal,Quick Attack,Normal,5,2,7,Frustration,Normal,10,70,10,5,0.9,5.9
230,Raticate,Raticate,Normal,Normal,Quick Attack,Normal,5,2,7,Return,Normal,130,70,10,5,11.7,16.7
231,Raticate,Raticate (Alolan Raticate),Dark,Normal,Bite,Dark,4,1,2,Hyper Beam,Normal,150,80,20,8,5.6,13.6
232,Raticate,Raticate (Alolan Raticate),Dark,Normal,Bite,Dark,4,1,2,Hyper Fang,Normal,80,50,12.5,8,4.8,12.8
233,Raticate,Raticate (Alolan Raticate),Dark,Normal,Bite,Dark,4,1,2,Crunch,Dark,70,45,11.5,8,5.48,13.48
234,Raticate,Raticate (Alolan Raticate),Dark,Normal,Quick Attack,Normal,5,2,7,Hyper Beam,Normal,150,80,12,4,9.33,13.33
235,Raticate,Raticate (Alolan Raticate),Dark,Normal,Quick Attack,Normal,5,2,7,Hyper Fang,Normal,80,50,8,4,7.5,11.5
236,Raticate,Raticate (Alolan Raticate),Dark,Normal,Quick Attack,Normal,5,2,7,Crunch,Dark,70,45,7,4,9,13
237,Spearow,Spearow,Normal,Flying,Peck,Flying,6,2,5,Drill Peck,Flying,65,40,8,4,4.38,8.38
238,Spearow,Spearow,Normal,Flying,Peck,Flying,6,2,5,Aerial Ace,Flying,55,45,9,4,3.33,7.33
239,Spearow,Spearow,Normal,Flying,Peck,Flying,6,2,5,Twister,Dragon,45,45,9,4,2.78,6.78
240,Spearow,Spearow,Normal,Flying,Peck,Flying,6,2,5,Sky Attack,Flying,75,45,9,4,4.56,8.56
241,Spearow,Spearow,Normal,Flying,Quick Attack,Normal,5,2,7,Drill Peck,Flying,65,40,6,4,5.83,9.83
242,Spearow,Spearow,Normal,Flying,Quick Attack,Normal,5,2,7,Aerial Ace,Flying,55,45,7,4,4.29,8.29
243,Spearow,Spearow,Normal,Flying,Quick Attack,Normal,5,2,7,Twister,Dragon,45,45,7,4,3.57,7.57
244,Spearow,Spearow,Normal,Flying,Quick Attack,Normal,5,2,7,Sky Attack,Flying,75,45,7,4,5.86,9.86
245,Fearow,Fearow,Normal,Flying,Peck,Flying,6,2,5,Aerial Ace,Flying,55,45,9,5,5.11,10.11
246,Fearow,Fearow,Normal,Flying,Peck,Flying,6,2,5,Drill Run,Ground,80,45,9,5,7.44,12.44
247,Fearow,Fearow,Normal,Flying,Peck,Flying,6,2,5,Twister,Dragon,45,45,9,5,4.22,9.22
248,Fearow,Fearow,Normal,Flying,Peck,Flying,6,2,5,Sky Attack,Flying,75,45,9,5,7,12
249,Fearow,Fearow,Normal,Flying,Steel Wing,Steel,7,2,5,Aerial Ace,Flying,55,45,9,6,5.11,11.11
250,Fearow,Fearow,Normal,Flying,Steel Wing,Steel,7,2,5,Drill Run,Ground,80,45,9,6,7.44,13.44
251,Fearow,Fearow,Normal,Flying,Steel Wing,Steel,7,2,5,Twister,Dragon,45,45,9,6,4.22,10.22
252,Fearow,Fearow,Normal,Flying,Steel Wing,Steel,7,2,5,Sky Attack,Flying,75,45,9,6,7,13
253,Ekans,Ekans,Poison,Flying,Acid,Poison,6,2,5,Wrap,Normal,60,45,9,4,3.56,7.56
254,Ekans,Ekans,Poison,Flying,Acid,Poison,6,2,5,Poison Fang,Poison,40,35,7,4,3.71,7.71
255,Ekans,Ekans,Poison,Flying,Acid,Poison,6,2,5,Sludge Bomb,Poison,80,50,10,4,5.1,9.1
256,Ekans,Ekans,Poison,Flying,Acid,Poison,6,2,5,Gunk Shot,Poison,130,75,15,4,5.53,9.53
257,Ekans,Ekans,Poison,Flying,Acid,Poison,6,2,5,Frustration,Normal,10,70,14,4,0.43,4.43
258,Ekans,Ekans,Poison,Flying,Acid,Poison,6,2,5,Return,Normal,130,70,14,4,4.93,8.93
259,Ekans,Ekans,Poison,Flying,Poison Sting,Poison,3,2,9,Wrap,Normal,60,45,5,2,6.4,8.4
260,Ekans,Ekans,Poison,Flying,Poison Sting,Poison,3,2,9,Poison Fang,Poison,40,35,4,2,6.5,8.5
261,Ekans,Ekans,Poison,Flying,Poison Sting,Poison,3,2,9,Sludge Bomb,Poison,80,50,6,2,8.5,10.5
262,Ekans,Ekans,Poison,Flying,Poison Sting,Poison,3,2,9,Gunk Shot,Poison,130,75,9,2,9.22,11.22
263,Ekans,Ekans,Poison,Flying,Poison Sting,Poison,3,2,9,Frustration,Normal,10,70,8,2,0.75,2.75
264,Ekans,Ekans,Poison,Flying,Poison Sting,Poison,3,2,9,Return,Normal,130,70,8,2,8.62,10.62
265,Arbok,Arbok,Poison,Flying,Bite,Dark,4,1,2,Dark Pulse,Dark,80,50,12.5,8,4.96,12.96
266,Arbok,Arbok,Poison,Flying,Bite,Dark,4,1,2,Sludge Wave,Poison,110,65,16.5,8,6.18,14.18
267,Arbok,Arbok,Poison,Flying,Bite,Dark,4,1,2,Gunk Shot,Poison,130,75,19,8,6.32,14.32
268,Arbok,Arbok,Poison,Flying,Bite,Dark,4,1,2,Acid Spray,Poison,20,45,11.5,8,1.65,9.65
269,Arbok,Arbok,Poison,Flying,Bite,Dark,4,1,2,Frustration,Normal,10,70,17.5,8,0.46,8.46
270,Arbok,Arbok,Poison,Flying,Bite,Dark,4,1,2,Return,Normal,130,70,17.5,8,5.71,13.71
271,Arbok,Arbok,Poison,Flying,Acid,Poison,6,2,5,Dark Pulse,Dark,80,50,10,6,6.2,12.2
272,Arbok,Arbok,Poison,Flying,Acid,Poison,6,2,5,Sludge Wave,Poison,110,65,13,6,7.85,13.85
273,Arbok,Arbok,Poison,Flying,Acid,Poison,6,2,5,Gunk Shot,Poison,130,75,15,6,8,14
274,Arbok,Arbok,Poison,Flying,Acid,Poison,6,2,5,Acid Spray,Poison,20,45,9,6,2.11,8.11
275,Arbok,Arbok,Poison,Flying,Acid,Poison,6,2,5,Frustration,Normal,10,70,14,6,0.57,6.57
276,Arbok,Arbok,Poison,Flying,Acid,Poison,6,2,5,Return,Normal,130,70,14,6,7.14,13.14
277,Arbok,Arbok,Poison,Flying,Dragon Tail,Dragon,13,3,9,Dark Pulse,Dark,80,50,9,6.67,6.89,13.56
278,Arbok,Arbok,Poison,Flying,Dragon Tail,Dragon,13,3,9,Sludge Wave,Poison,110,65,12,6.67,8.5,15.17
279,Arbok,Arbok,Poison,Flying,Dragon Tail,Dragon,13,3,9,Gunk Shot,Poison,130,75,13.5,6.67,8.89,15.56
280,Arbok,Arbok,Poison,Flying,Dragon Tail,Dragon,13,3,9,Acid Spray,Poison,20,45,7.5,6.67,2.53,9.2
281,Arbok,Arbok,Poison,Flying,Dragon Tail,Dragon,13,3,9,Frustration,Normal,10,70,12,6.67,0.67,7.34
282,Arbok,Arbok,Poison,Flying,Dragon Tail,Dragon,13,3,9,Return,Normal,130,70,12,6.67,8.33,15
283,Pikachu,Pikachu,Electric,Flying,Thunder Shock,Electric,3,2,9,Discharge,Electric,65,45,5,2,8.4,10.4
284,Pikachu,Pikachu,Electric,Flying,Thunder Shock,Electric,3,2,9,Thunder,Electric,100,60,7,2,9.29,11.29
285,Pikachu,Pikachu,Electric,Flying,Thunder Shock,Electric,3,2,9,Thunderbolt,Electric,90,55,7,2,8.29,10.29
286,Pikachu,Pikachu,Electric,Flying,Thunder Shock,Electric,3,2,9,Wild Charge,Electric,100,45,5,2,13,15
287,Pikachu,Pikachu,Electric,Flying,Thunder Shock,Electric,3,2,9,Surf,Water,65,40,5,2,7,9
288,Pikachu,Pikachu,Electric,Flying,Quick Attack,Normal,5,2,7,Discharge,Electric,65,45,7,3,6,9
289,Pikachu,Pikachu,Electric,Flying,Quick Attack,Normal,5,2,7,Thunder,Electric,100,60,9,3,7.22,10.22
290,Pikachu,Pikachu,Electric,Flying,Quick Attack,Normal,5,2,7,Thunderbolt,Electric,90,55,8,3,7.25,10.25
291,Pikachu,Pikachu,Electric,Flying,Quick Attack,Normal,5,2,7,Wild Charge,Electric,100,45,7,3,9.29,12.29
292,Pikachu,Pikachu,Electric,Flying,Quick Attack,Normal,5,2,7,Surf,Water,65,40,6,3,5.83,8.83
293,Pikachu,Pikachu,Electric,Flying,Present,Normal,3,3,12,Discharge,Electric,65,45,6,1.33,7,8.33
294,Pikachu,Pikachu,Electric,Flying,Present,Normal,3,3,12,Thunder,Electric,100,60,7.5,1.33,8.67,10
295,Pikachu,Pikachu,Electric,Flying,Present,Normal,3,3,12,Thunderbolt,Electric,90,55,7.5,1.33,7.73,9.06
296,Pikachu,Pikachu,Electric,Flying,Present,Normal,3,3,12,Wild Charge,Electric,100,45,6,1.33,10.83,12.16
297,Pikachu,Pikachu,Electric,Flying,Present,Normal,3,3,12,Surf,Water,65,40,6,1.33,5.83,7.16
298,Pikachu,Pikachu (Pikachu Libre),Electric,Flying,Thunder Shock,Electric,3,2,9,Thunder Punch,Electric,55,40,5,2,7.2,9.2
299,Pikachu,Pikachu (Pikachu Libre),Electric,Flying,Thunder Shock,Electric,3,2,9,Play Rough,Fairy,90,60,7,2,7,9
300,Pikachu,Pikachu (Pikachu Libre),Electric,Flying,Thunder Shock,Electric,3,2,9,Flying Press,Fighting,90,40,5,2,9.8,11.8
301,Pikachu,Pikachu (Pikachu Libre),Electric,Flying,Charm,Fairy,16,3,6,Thunder Punch,Electric,55,40,10.5,6,3.43,9.43
302,Pikachu,Pikachu (Pikachu Libre),Electric,Flying,Charm,Fairy,16,3,6,Play Rough,Fairy,90,60,15,6,3.27,9.27
303,Pikachu,Pikachu (Pikachu Libre),Electric,Flying,Charm,Fairy,16,3,6,Flying Press,Fighting,90,40,10.5,6,4.67,10.67
304,Pikachu,Pikachu (5-Shaped Balloon),Electric,Flying,Thunder Shock,Electric,3,2,9,Discharge,Electric,65,45,5,2,8.4,10.4
305,Pikachu,Pikachu (5-Shaped Balloon),Electric,Flying,Thunder Shock,Electric,3,2,9,Thunderbolt,Electric,90,55,7,2,8.29,10.29
306,Pikachu,Pikachu (5-Shaped Balloon),Electric,Flying,Thunder Shock,Electric,3,2,9,Wild Charge,Electric,100,45,5,2,13,15
307,Pikachu,Pikachu (5-Shaped Balloon),Electric,Flying,Thunder Shock,Electric,3,2,9,Fly,Flying,80,45,5,2,8.6,10.6
308,Pikachu,Pikachu (5-Shaped Balloon),Electric,Flying,Quick Attack,Normal,5,2,7,Discharge,Electric,65,45,7,3,6,9
309,Pikachu,Pikachu (5-Shaped Balloon),Electric,Flying,Quick Attack,Normal,5,2,7,Thunderbolt,Electric,90,55,8,3,7.25,10.25
310,Pikachu,Pikachu (5-Shaped Balloon),Electric,Flying,Quick Attack,Normal,5,2,7,Wild Charge,Electric,100,45,7,3,9.29,12.29
311,Pikachu,Pikachu (5-Shaped Balloon),Electric,Flying,Quick Attack,Normal,5,2,7,Fly,Flying,80,45,7,3,6.14,9.14
312,Pikachu,Pikachu (5-Shaped Balloon),Electric,Flying,Present,Normal,3,3,12,Discharge,Electric,65,45,6,1.33,7,8.33
313,Pikachu,Pikachu (5-Shaped Balloon),Electric,Flying,Present,Normal,3,3,12,Thunderbolt,Electric,90,55,7.5,1.33,7.73,9.06
314,Pikachu,Pikachu (5-Shaped Balloon),Electric,Flying,Present,Normal,3,3,12,Wild Charge,Electric,100,45,6,1.33,10.83,12.16
315,Pikachu,Pikachu (5-Shaped Balloon),Electric,Flying,Present,Normal,3,3,12,Fly,Flying,80,45,6,1.33,7.17,8.5
316,Pikachu,Pikachu (Pop Star),Electric,Flying,Thunder Shock,Electric,3,2,9,Thunder Punch,Electric,55,40,5,2,7.2,9.2
317,Pikachu,Pikachu (Pop Star),Electric,Flying,Thunder Shock,Electric,3,2,9,Draining Kiss,Fairy,60,55,7,2,4.71,6.71
318,Pikachu,Pikachu (Pop Star),Electric,Flying,Thunder Shock,Electric,3,2,9,Play Rough,Fairy,90,60,7,2,7,9
319,Pikachu,Pikachu (Pop Star),Electric,Flying,Charm,Fairy,16,3,6,Thunder Punch,Electric,55,40,10.5,6,3.43,9.43
320,Pikachu,Pikachu (Pop Star),Electric,Flying,Charm,Fairy,16,3,6,Draining Kiss,Fairy,60,55,15,6,2.2,8.2
321,Pikachu,Pikachu (Pop Star),Electric,Flying,Charm,Fairy,16,3,6,Play Rough,Fairy,90,60,15,6,3.27,9.27
322,Pikachu,Pikachu (Rock Star),Electric,Flying,Thunder Shock,Electric,3,2,9,Thunder Punch,Electric,55,40,5,2,7.2,9.2
323,Pikachu,Pikachu (Rock Star),Electric,Flying,Thunder Shock,Electric,3,2,9,Play Rough,Fairy,90,60,7,2,7,9
324,Pikachu,Pikachu (Rock Star),Electric,Flying,Thunder Shock,Electric,3,2,9,Meteor Mash,Steel,100,50,6,2,9,11
325,Pikachu,Pikachu (Rock Star),Electric,Flying,Charm,Fairy,16,3,6,Thunder Punch,Electric,55,40,10.5,6,3.43,9.43
326,Pikachu,Pikachu (Rock Star),Electric,Flying,Charm,Fairy,16,3,6,Play Rough,Fairy,90,60,15,6,3.27,9.27
327,Pikachu,Pikachu (Rock Star),Electric,Flying,Charm,Fairy,16,3,6,Meteor Mash,Steel,100,50,13.5,6,4,10
328,Raichu,Raichu,Electric,Flying,Thunder Shock,Electric,3,2,9,Thunder Punch,Electric,55,40,5,4,11.8,15.8
329,Raichu,Raichu,Electric,Flying,Thunder Shock,Electric,3,2,9,Thunder,Electric,100,60,7,4,15.14,19.14
330,Raichu,Raichu,Electric,Flying,Thunder Shock,Electric,3,2,9,Brick Break,Fighting,40,35,4,4,9,13
331,Raichu,Raichu,Electric,Flying,Thunder Shock,Electric,3,2,9,Wild Charge,Electric,100,45,5,4,21.2,25.2
332,Raichu,Raichu,Electric,Flying,Thunder Shock,Electric,3,2,9,Skull Bash,Normal,130,75,9,4,12.78,16.78
333,Raichu,Raichu,Electric,Flying,Spark,Electric,4,2,8,Thunder Punch,Electric,55,40,5,5,11.8,16.8
334,Raichu,Raichu,Electric,Flying,Spark,Electric,4,2,8,Thunder,Electric,100,60,8,5,13.25,18.25
335,Raichu,Raichu,Electric,Flying,Spark,Electric,4,2,8,Brick Break,Fighting,40,35,5,5,7.2,12.2
336,Raichu,Raichu,Electric,Flying,Spark,Electric,4,2,8,Wild Charge,Electric,100,45,6,5,17.67,22.67
337,Raichu,Raichu,Electric,Flying,Spark,Electric,4,2,8,Skull Bash,Normal,130,75,10,5,11.5,16.5
338,Raichu,Raichu,Electric,Flying,Volt Switch,Electric,12,4,16,Thunder Punch,Electric,55,40,6,6.5,9.83,16.33
339,Raichu,Raichu,Electric,Flying,Volt Switch,Electric,12,4,16,Thunder,Electric,100,60,8,6.5,13.25,19.75
340,Raichu,Raichu,Electric,Flying,Volt Switch,Electric,12,4,16,Brick Break,Fighting,40,35,6,6.5,6,12.5
341,Raichu,Raichu,Electric,Flying,Volt Switch,Electric,12,4,16,Wild Charge,Electric,100,45,6,6.5,17.67,24.17
342,Raichu,Raichu,Electric,Flying,Volt Switch,Electric,12,4,16,Skull Bash,Normal,130,75,10,6.5,11.5,18
343,Raichu,Raichu,Electric,Flying,Charm,Fairy,16,3,6,Thunder Punch,Electric,55,40,10.5,10,5.62,15.62
344,Raichu,Raichu,Electric,Flying,Charm,Fairy,16,3,6,Thunder,Electric,100,60,15,10,7.07,17.07
345,Raichu,Raichu,Electric,Flying,Charm,Fairy,16,3,6,Brick Break,Fighting,40,35,9,10,4,14
346,Raichu,Raichu,Electric,Flying,Charm,Fairy,16,3,6,Wild Charge,Electric,100,45,12,10,8.83,18.83
347,Raichu,Raichu,Electric,Flying,Charm,Fairy,16,3,6,Skull Bash,Normal,130,75,19.5,10,5.9,15.9
348,Raichu,Raichu (Alolan Raichu),Electric,Psychic,Thunder Shock,Electric,3,2,9,Thunder Punch,Electric,55,40,5,4,11.8,15.8
349,Raichu,Raichu (Alolan Raichu),Electric,Psychic,Thunder Shock,Electric,3,2,9,Psychic,Psychic,90,55,7,4,11.43,15.43
350,Raichu,Raichu (Alolan Raichu),Electric,Psychic,Thunder Shock,Electric,3,2,9,Wild Charge,Electric,100,45,5,4,21.2,25.2
351,Raichu,Raichu (Alolan Raichu),Electric,Psychic,Thunder Shock,Electric,3,2,9,Grass Knot,Grass,90,50,6,4,13.33,17.33
352,Raichu,Raichu (Alolan Raichu),Electric,Psychic,Spark,Electric,4,2,8,Thunder Punch,Electric,55,40,5,5,11.8,16.8
353,Raichu,Raichu (Alolan Raichu),Electric,Psychic,Spark,Electric,4,2,8,Psychic,Psychic,90,55,7,5,11.43,16.43
354,Raichu,Raichu (Alolan Raichu),Electric,Psychic,Spark,Electric,4,2,8,Wild Charge,Electric,100,45,6,5,17.67,22.67
355,Raichu,Raichu (Alolan Raichu),Electric,Psychic,Spark,Electric,4,2,8,Grass Knot,Grass,90,50,7,5,11.43,16.43
356,Raichu,Raichu (Alolan Raichu),Electric,Psychic,Volt Switch,Electric,12,4,16,Thunder Punch,Electric,55,40,6,6.5,9.83,16.33
357,Raichu,Raichu (Alolan Raichu),Electric,Psychic,Volt Switch,Electric,12,4,16,Psychic,Psychic,90,55,8,6.5,10,16.5
358,Raichu,Raichu (Alolan Raichu),Electric,Psychic,Volt Switch,Electric,12,4,16,Wild Charge,Electric,100,45,6,6.5,17.67,24.17
359,Raichu,Raichu (Alolan Raichu),Electric,Psychic,Volt Switch,Electric,12,4,16,Grass Knot,Grass,90,50,8,6.5,10,16.5
360,Sandshrew,Sandshrew,Ground,Psychic,Mud Shot,Ground,3,2,9,Dig,Ground,100,80,9,3,8,11
361,Sandshrew,Sandshrew,Ground,Psychic,Mud Shot,Ground,3,2,9,Rock Tomb,Rock,70,60,7,3,6,9
362,Sandshrew,Sandshrew,Ground,Psychic,Mud Shot,Ground,3,2,9,Rock Slide,Rock,75,45,5,3,9,12
363,Sandshrew,Sandshrew,Ground,Psychic,Mud Shot,Ground,3,2,9,Sand Tomb,Ground,25,40,5,3,3.6,6.6
364,Sandshrew,Sandshrew,Ground,Psychic,Mud Shot,Ground,3,2,9,Frustration,Normal,10,70,8,3,0.75,3.75
365,Sandshrew,Sandshrew,Ground,Psychic,Mud Shot,Ground,3,2,9,Return,Normal,130,70,8,3,9.75,12.75
366,Sandshrew,Sandshrew,Ground,Psychic,Scratch,Normal,4,1,2,Dig,Ground,100,80,20,6,3.6,9.6
367,Sandshrew,Sandshrew,Ground,Psychic,Scratch,Normal,4,1,2,Rock Tomb,Rock,70,60,15,6,2.8,8.8
368,Sandshrew,Sandshrew,Ground,Psychic,Scratch,Normal,4,1,2,Rock Slide,Rock,75,45,11.5,6,3.91,9.91
369,Sandshrew,Sandshrew,Ground,Psychic,Scratch,Normal,4,1,2,Sand Tomb,Ground,25,40,10,6,1.8,7.8
370,Sandshrew,Sandshrew,Ground,Psychic,Scratch,Normal,4,1,2,Frustration,Normal,10,70,17.5,6,0.34,6.34
371,Sandshrew,Sandshrew,Ground,Psychic,Scratch,Normal,4,1,2,Return,Normal,130,70,17.5,6,4.46,10.46
372,Sandshrew,Sandshrew (Alolan Sandshrew),Ice,Steel,Metal Claw,Steel,5,2,6,Blizzard,Ice,140,75,13,3,7.77,10.77
373,Sandshrew,Sandshrew (Alolan Sandshrew),Ice,Steel,Metal Claw,Steel,5,2,6,Night Slash,Dark,50,35,6,3,5,8
374,Sandshrew,Sandshrew (Alolan Sandshrew),Ice,Steel,Metal Claw,Steel,5,2,6,Gyro Ball,Steel,80,60,10,3,4.8,7.8
375,Sandshrew,Sandshrew (Alolan Sandshrew),Ice,Steel,Powder Snow,Ice,5,2,8,Blizzard,Ice,140,75,10,4,10.1,14.1
376,Sandshrew,Sandshrew (Alolan Sandshrew),Ice,Steel,Powder Snow,Ice,5,2,8,Night Slash,Dark,50,35,5,4,6,10
377,Sandshrew,Sandshrew (Alolan Sandshrew),Ice,Steel,Powder Snow,Ice,5,2,8,Gyro Ball,Steel,80,60,8,4,6,10
378,Sandslash,Sandslash,Ground,Steel,Mud Shot,Ground,3,2,9,Earthquake,Ground,120,65,8,3,14.5,17.5
379,Sandslash,Sandslash,Ground,Steel,Mud Shot,Ground,3,2,9,Rock Tomb,Rock,70,60,7,3,8,11
380,Sandslash,Sandslash,Ground,Steel,Mud Shot,Ground,3,2,9,Bulldoze,Ground,80,60,7,3,11,14
381,Sandslash,Sandslash,Ground,Steel,Mud Shot,Ground,3,2,9,Frustration,Normal,10,70,8,3,1,4
382,Sandslash,Sandslash,Ground,Steel,Mud Shot,Ground,3,2,9,Return,Normal,130,70,8,3,13,16
383,Sandslash,Sandslash,Ground,Steel,Metal Claw,Steel,5,2,6,Earthquake,Ground,120,65,11,4,10.55,14.55
384,Sandslash,Sandslash,Ground,Steel,Metal Claw,Steel,5,2,6,Rock Tomb,Rock,70,60,10,4,5.6,9.6
385,Sandslash,Sandslash,Ground,Steel,Metal Claw,Steel,5,2,6,Bulldoze,Ground,80,60,10,4,7.7,11.7
386,Sandslash,Sandslash,Ground,Steel,Metal Claw,Steel,5,2,6,Frustration,Normal,10,70,12,4,0.67,4.67
387,Sandslash,Sandslash,Ground,Steel,Metal Claw,Steel,5,2,6,Return,Normal,130,70,12,4,8.67,12.67
388,Sandslash,Sandslash (Alolan Sandslash),Ice,Steel,Metal Claw,Steel,5,2,6,Ice Punch,Ice,55,40,7,4,7.57,11.57
389,Sandslash,Sandslash (Alolan Sandslash),Ice,Steel,Metal Claw,Steel,5,2,6,Blizzard,Ice,140,75,13,4,10.38,14.38
390,Sandslash,Sandslash (Alolan Sandslash),Ice,Steel,Metal Claw,Steel,5,2,6,Bulldoze,Ground,80,60,10,4,6.4,10.4
391,Sandslash,Sandslash (Alolan Sandslash),Ice,Steel,Metal Claw,Steel,5,2,6,Gyro Ball,Steel,80,60,10,4,6.4,10.4
392,Sandslash,Sandslash (Alolan Sandslash),Ice,Steel,Powder Snow,Ice,5,2,8,Ice Punch,Ice,55,40,5,5,10.6,15.6
393,Sandslash,Sandslash (Alolan Sandslash),Ice,Steel,Powder Snow,Ice,5,2,8,Blizzard,Ice,140,75,10,5,13.5,18.5
394,Sandslash,Sandslash (Alolan Sandslash),Ice,Steel,Powder Snow,Ice,5,2,8,Bulldoze,Ground,80,60,8,5,8,13
395,Sandslash,Sandslash (Alolan Sandslash),Ice,Steel,Powder Snow,Ice,5,2,8,Gyro Ball,Steel,80,60,8,5,8,13
406,Nidorina,Nidorina,Poison,Steel,Bite,Dark,4,1,2,Dig,Ground,100,80,20,6,2.8,8.8
407,Nidorina,Nidorina,Poison,Steel,Bite,Dark,4,1,2,Poison Fang,Poison,40,35,9,6,3,9
408,Nidorina,Nidorina,Poison,Steel,Bite,Dark,4,1,2,Sludge Bomb,Poison,80,50,12.5,6,4.32,10.32
409,Nidorina,Nidorina,Poison,Steel,Bite,Dark,4,1,2,Frustration,Normal,10,70,17.5,6,0.34,6.34
410,Nidorina,Nidorina,Poison,Steel,Bite,Dark,4,1,2,Return,Normal,130,70,17.5,6,4.17,10.17
411,Nidorina,Nidorina,Poison,Steel,Poison Sting,Poison,3,2,9,Dig,Ground,100,80,9,3,6.22,9.22
412,Nidorina,Nidorina,Poison,Steel,Poison Sting,Poison,3,2,9,Poison Fang,Poison,40,35,4,3,6.75,9.75
413,Nidorina,Nidorina,Poison,Steel,Poison Sting,Poison,3,2,9,Sludge Bomb,Poison,80,50,6,3,9,12
414,Nidorina,Nidorina,Poison,Steel,Poison Sting,Poison,3,2,9,Frustration,Normal,10,70,8,3,0.75,3.75
415,Nidorina,Nidorina,Poison,Steel,Poison Sting,Poison,3,2,9,Return,Normal,130,70,8,3,9.12,12.12
416,Nidoqueen,Nidoqueen,Poison,Ground,Bite,Dark,4,1,2,Earthquake,Ground,120,65,16.5,8,5.64,13.64
417,Nidoqueen,Nidoqueen,Poison,Ground,Bite,Dark,4,1,2,Stone Edge,Rock,100,55,14,8,5.57,13.57
418,Nidoqueen,Nidoqueen,Poison,Ground,Bite,Dark,4,1,2,Poison Fang,Poison,40,35,9,8,4.22,12.22
419,Nidoqueen,Nidoqueen,Poison,Ground,Bite,Dark,4,1,2,Sludge Wave,Poison,110,65,16.5,8,6.18,14.18
420,Nidoqueen,Nidoqueen,Poison,Ground,Bite,Dark,4,1,2,Earth Power,Ground,90,55,14,8,5,13
421,Nidoqueen,Nidoqueen,Poison,Ground,Bite,Dark,4,1,2,Frustration,Normal,10,70,17.5,8,0.46,8.46
422,Nidoqueen,Nidoqueen,Poison,Ground,Bite,Dark,4,1,2,Return,Normal,130,70,17.5,8,5.77,13.77
423,Nidoqueen,Nidoqueen,Poison,Ground,Poison Jab,Poison,7,2,7,Earthquake,Ground,120,65,10,7,9.3,16.3
424,Nidoqueen,Nidoqueen,Poison,Ground,Poison Jab,Poison,7,2,7,Stone Edge,Rock,100,55,8,7,9.75,16.75
425,Nidoqueen,Nidoqueen,Poison,Ground,Poison Jab,Poison,7,2,7,Poison Fang,Poison,40,35,5,7,7.6,14.6
426,Nidoqueen,Nidoqueen,Poison,Ground,Poison Jab,Poison,7,2,7,Sludge Wave,Poison,110,65,10,7,10.2,17.2
427,Nidoqueen,Nidoqueen,Poison,Ground,Poison Jab,Poison,7,2,7,Earth Power,Ground,90,55,8,7,8.75,15.75
428,Nidoqueen,Nidoqueen,Poison,Ground,Poison Jab,Poison,7,2,7,Frustration,Normal,10,70,10,7,0.8,7.8
429,Nidoqueen,Nidoqueen,Poison,Ground,Poison Jab,Poison,7,2,7,Return,Normal,130,70,10,7,10.1,17.1
440,Nidorino,Nidorino,Poison,Ground,Poison Jab,Poison,7,2,7,Dig,Ground,100,80,12,6,5.42,11.42
