ID,Name,Full Name,Fast Move,Charge Move
506,Dugtrio,Dugtrio,Sucker Punch,Frustration
507,Dugtrio,Dugtrio,Mud-Slap,Earthquake
508,Dugtrio,Dugtrio,Mud-Slap,Stone Edge
509,Dugtrio,Dugtrio,Mud-Slap,Mud Bomb
510,Dugtrio,Dugtrio,Mud-Slap,Frustration
511,Dugtrio,Dugtrio (Alolan Dugtrio),Metal Claw,Earthquake
512,Dugtrio,Dugtrio (Alolan Dugtrio),Metal Claw,Iron Head
513,Dugtrio,Dugtrio (Alolan Dugtrio),Metal Claw,Mud Bomb
514,Dugtrio,Dugtrio (Alolan Dugtrio),Mud-Slap,Earthquake
515,Dugtrio,Dugtrio (Alolan Dugtrio),Mud-Slap,Iron Head
516,Dugtrio,Dugtrio (Alolan Dugtrio),Mud-Slap,Mud Bomb
517,Meowth,Meowth,Bite,Dark Pulse
518,Meowth,Meowth,Bite,Night Slash
519,Meowth,Meowth,Bite,Body Slam
520,Meowth,Meowth,Scratch,Dark Pulse
521,Meowth,Meowth,Scratch,Night Slash
522,Meowth,Meowth,Scratch,Body Slam
523,Meowth,Meowth (Alolan Meowth),Bite,Dark Pulse
524,Meowth,Meowth (Alolan Meowth),Bite,Night Slash
525,Meowth,Meowth (Alolan Meowth),Bite,Foul Play
526,Meowth,Meowth (Alolan Meowth),Scratch,Dark Pulse
527,Meowth,Meowth (Alolan Meowth),Scratch,Night Slash
528,Meowth,Meowth (Alolan Meowth),Scratch,Foul Play
529,Meowth,Meowth (Galarian Meowth),Scratch,Dig
530,Meowth,Meowth (Galarian Meowth),Scratch,Night Slash
531,Meowth,Meowth (Galarian Meowth),Scratch,Gyro Ball
532,Meowth,Meowth (Galarian Meowth),Metal Claw,Dig
533,Meowth,Meowth (Galarian Meowth),Metal Claw,Night Slash
534,Meowth,Meowth (Galarian Meowth),Metal Claw,Gyro Ball
535,Persian,Persian,Scratch,Night Slash
536,Persian,Persian,Scratch,Payback
537,Persian,Persian,Feint Attack,Night Slash
538,Persian,Persian,Feint Attack,Payback
539,Persian,Persian (Alolan Persian),Scratch,Dark Pulse
540,Persian,Persian (Alolan Persian),Scratch,Play Rough
541,Persian,Persian (Alolan Persian),Scratch,Foul Play
542,Persian,Persian (Alolan Persian),Scratch,Payback
543,Persian,Persian (Alolan Persian),Feint Attack,Dark Pulse
544,Persian,Persian (Alolan Persian),Feint Attack,Play Rough
545,Persian,Persian (Alolan Persian),Feint Attack,Foul Play
546,Persian,Persian (Alolan Persian),Feint Attack,Payback
547,Psyduck,Psyduck,Water Gun,Cross Chop
548,Psyduck,Psyduck,Water Gun,Psybeam
549,Psyduck,Psyduck,Water Gun,Aqua Tail
550,Psyduck,Psyduck,Water Gun,Frustration
551,Psyduck,Psyduck,Zen Headbutt,Cross Chop
552,Psyduck,Psyduck,Zen Headbutt,Psybeam
553,Psyduck,Psyduck,Zen Headbutt,Aqua Tail
554,Psyduck,Psyduck,Zen Headbutt,Frustration
555,Golduck,Golduck,Water Gun,Cross Chop
556,Golduck,Golduck,Water Gun,Ice Beam
557,Golduck,Golduck,Water Gun,Bubble Beam
558,Golduck,Golduck,Water Gun,Hydro Pump
559,Golduck,Golduck,Water Gun,Psychic
560,Golduck,Golduck,Water Gun,Frustration
561,Golduck,Golduck,Water Gun,Synchronoise
562,Golduck,Golduck,Confusion,Cross Chop
563,Golduck,Golduck,Confusion,Ice Beam
564,Golduck,Golduck,Confusion,Bubble Beam
565,Golduck,Golduck,Confusion,Hydro Pump
566,Golduck,Golduck,Confusion,Psychic
567,Golduck,Golduck,Confusion,Frustration
568,Golduck,Golduck,Confusion,Synchronoise
569,Mankey,Mankey,Karate Chop,Cross Chop
570,Mankey,Mankey,Karate Chop,Low Sweep
571,Mankey,Mankey,Karate Chop,Brick Break
572,Mankey,Mankey,Scratch,Cross Chop
573,Mankey,Mankey,Scratch,Low Sweep
574,Mankey,Mankey,Scratch,Brick Break
575,Primeape,Primeape,Low Kick,Cross Chop
576,Primeape,Primeape,Low Kick,Ice Punch
577,Primeape,Primeape,Low Kick,Night Slash
578,Primeape,Primeape,Low Kick,Low Sweep
579,Primeape,Primeape,Low Kick,Close Combat
580,Primeape,Primeape,Karate Chop,Cross Chop
581,Primeape,Primeape,Karate Chop,Ice Punch
582,Primeape,Primeape,Karate Chop,Night Slash
583,Primeape,Primeape,Karate Chop,Low Sweep
584,Primeape,Primeape,Karate Chop,Close Combat
585,Primeape,Primeape,Counter,Cross Chop
586,Primeape,Primeape,Counter,Ice Punch
587,Primeape,Primeape,Counter,Night Slash
588,Primeape,Primeape,Counter,Low Sweep
589,Primeape,Primeape,Counter,Close Combat
590,Growlithe,Growlithe,Bite,Flame Wheel
591,Growlithe,Growlithe,Bite,Flamethrower
592,Growlithe,Growlithe,Bite,Body Slam
593,Growlithe,Growlithe,Bite,Frustration
594,Growlithe,Growlithe,Ember,Flame Wheel
595,Growlithe,Growlithe,Ember,Flamethrower
596,Growlithe,Growlithe,Ember,Body Slam
597,Growlithe,Growlithe,Ember,Frustration
598,Arcanine,Arcanine,Bite,Flamethrower
599,Arcanine,Arcanine,Bite,Bulldoze
600,Arcanine,Arcanine,Fire Fang,Flamethrower
601,Arcanine,Arcanine,Fire Fang,Bulldoze
602,Arcanine,Arcanine,Snarl,Flamethrower
603,Arcanine,Arcanine,Snarl,Bulldoze
604,Arcanine,Arcanine,Thunder Fang,Flamethrower
605,Arcanine,Arcanine,Thunder Fang,Bulldoze
606,Poliwag,Poliwag,Mud Shot,Bubble Beam
607,Poliwag,Poliwag,Mud Shot,Mud Bomb
608,Poliwag,Poliwag,Mud Shot,Body Slam
609,Poliwag,Poliwag,Mud Shot,Frustration
610,Poliwag,Poliwag,Bubble,Bubble Beam
611,Poliwag,Poliwag,Bubble,Mud Bomb
612,Poliwag,Poliwag,Bubble,Body Slam
613,Poliwag,Poliwag,Bubble,Frustration
614,Poliwhirl,Poliwhirl,Mud Shot,Bubble Beam
615,Poliwhirl,Poliwhirl,Mud Shot,Mud Bomb
616,Poliwhirl,Poliwhirl,Mud Shot,Water Pulse
617,Poliwhirl,Poliwhirl,Mud Shot,Scald
618,Poliwhirl,Poliwhirl,Bubble,Bubble Beam
619,Poliwhirl,Poliwhirl,Bubble,Mud Bomb
620,Poliwhirl,Poliwhirl,Bubble,Water Pulse
621,Poliwhirl,Poliwhirl,Bubble,Scald
622,Poliwrath,Poliwrath,Mud Shot,Ice Punch
623,Poliwrath,Poliwrath,Mud Shot,Submission
624,Poliwrath,Poliwrath,Bubble,Ice Punch
625,Poliwrath,Poliwrath,Bubble,Submission
626,Poliwrath,Poliwrath,Rock Smash,Ice Punch
627,Poliwrath,Poliwrath,Rock Smash,Submission
628,Abra,Abra,Zen Headbutt,Psyshock
629,Abra,Abra,Zen Headbutt,Shadow Ball
630,Abra,Abra,Zen Headbutt,Signal Beam
631,Abra,Abra,Zen Headbutt,Frustration
632,Abra,Abra,Charge Beam,Psyshock
633,Abra,Abra,Charge Beam,Shadow Ball
634,Abra,Abra,Charge Beam,Signal Beam
635,Abra,Abra,Charge Beam,Frustration
636,Kadabra,Kadabra,Psycho Cut,Psybeam
637,Kadabra,Kadabra,Psycho Cut,Shadow Ball
638,Kadabra,Kadabra,Psycho Cut,Dazzling Gleam
639,Kadabra,Kadabra,Psycho Cut,Frustration
640,Kadabra,Kadabra,Confusion,Psybeam
641,Kadabra,Kadabra,Confusion,Shadow Ball
642,Kadabra,Kadabra,Confusion,Dazzling Gleam
643,Kadabra,Kadabra,Confusion,Frustration
644,Alakazam,Alakazam,Psycho Cut,Shadow Ball
645,Alakazam,Alakazam,Psycho Cut,Dazzling Gleam
646,Alakazam,Alakazam,Confusion,Shadow Ball
647,Alakazam,Alakazam,Confusion,Dazzling Gleam
648,Alakazam,Alakazam,Counter,Shadow Ball
649,Alakazam,Alakazam,Counter,Dazzling Gleam
650,Machop,Machop,Low Kick,Cross Chop
651,Machop,Machop,Low Kick,Low Sweep
652,Machop,Machop,Low Kick,Brick Break
653,Machop,Machop,Low Kick,Frustration
654,Machop,Machop,Karate Chop,Cross Chop
655,Machop,Machop,Karate Chop,Low Sweep
656,Machop,Machop,Karate Chop,Brick Break
657,Machop,Machop,Karate Chop,Frustration
658,Machop,Machop,Rock Smash,Cross Chop
659,Machop,Machop,Rock Smash,Low Sweep
660,Machop,Machop,Rock Smash,Brick Break
661,Machop,Machop,Rock Smash,Frustration
662,Machoke,Machoke,Low Kick,Cross Chop
663,Machoke,Machoke,Karate Chop,Cross Chop
664,Machamp,Machamp,Karate Chop,Cross Chop
665,Machamp,Machamp,Karate Chop,Stone Edge
666,Machamp,Machamp,Bullet Punch,Cross Chop
667,Machamp,Machamp,Bullet Punch,Stone Edge
668,Machamp,Machamp,Counter,Cross Chop
669,Machamp,Machamp,Counter,Stone Edge
670,Bellsprout,Bellsprout,Vine Whip,Wrap
671,Bellsprout,Bellsprout,Vine Whip,Sludge Bomb
672,Bellsprout,Bellsprout,Vine Whip,Power Whip
673,Bellsprout,Bellsprout,Vine Whip,Frustration
674,Bellsprout,Bellsprout,Acid,Wrap
675,Bellsprout,Bellsprout,Acid,Sludge Bomb
676,Bellsprout,Bellsprout,Acid,Power Whip
677,Bellsprout,Bellsprout,Acid,Frustration
678,Weepinbell,Weepinbell,Razor Leaf,Seed Bomb
679,Weepinbell,Weepinbell,Razor Leaf,Sludge Bomb
680,Weepinbell,Weepinbell,Razor Leaf,Power Whip
681,Weepinbell,Weepinbell,Razor Leaf,Frustration
682,Weepinbell,Weepinbell,Acid,Seed Bomb
683,Weepinbell,Weepinbell,Acid,Sludge Bomb
684,Weepinbell,Weepinbell,Acid,Power Whip
685,Weepinbell,Weepinbell,Acid,Frustration
686,Weepinbell,Weepinbell,Bullet Seed,Seed Bomb
687,Weepinbell,Weepinbell,Bullet Seed,Sludge Bomb
688,Weepinbell,Weepinbell,Bullet Seed,Power Whip
689,Weepinbell,Weepinbell,Bullet Seed,Frustration
690,Victreebel,Victreebel,Razor Leaf,Sludge Bomb
691,Victreebel,Victreebel,Razor Leaf,Solar Beam
692,Victreebel,Victreebel,Razor Leaf,Leaf Blade
693,Victreebel,Victreebel,Razor Leaf,Acid Spray
694,Victreebel,Victreebel,Razor Leaf,Leaf Tornado
695,Victreebel,Victreebel,Razor Leaf,Frustration
696,Victreebel,Victreebel,Acid,Sludge Bomb
697,Victreebel,Victreebel,Acid,Solar Beam
698,Victreebel,Victreebel,Acid,Leaf Blade
699,Victreebel,Victreebel,Acid,Acid Spray
700,Victreebel,Victreebel,Acid,Leaf Tornado
701,Victreebel,Victreebel,Acid,Frustration
702,Tentacool,Tentacool,Poison Sting,Wrap
703,Tentacool,Tentacool,Poison Sting,Bubble Beam
704,Tentacool,Tentacool,Poison Sting,Water Pulse
705,Tentacool,Tentacool,Bubble,Wrap
706,Tentacool,Tentacool,Bubble,Bubble Beam
707,Tentacool,Tentacool,Bubble,Water Pulse
708,Tentacruel,Tentacruel,Poison Jab,Blizzard
709,Tentacruel,Tentacruel,Poison Jab,Sludge Wave
710,Tentacruel,Tentacruel,Poison Jab,Hydro Pump
711,Tentacruel,Tentacruel,Poison Jab,Acid Spray
712,Tentacruel,Tentacruel,Acid,Blizzard
713,Tentacruel,Tentacruel,Acid,Sludge Wave
714,Tentacruel,Tentacruel,Acid,Hydro Pump
715,Tentacruel,Tentacruel,Acid,Acid Spray
716,Geodude,Geodude,Tackle,Dig
717,Geodude,Geodude,Tackle,Rock Tomb
718,Geodude,Geodude,Tackle,Rock Slide
719,Geodude,Geodude,Tackle,Frustration
720,Geodude,Geodude,Rock Throw,Dig
721,Geodude,Geodude,Rock Throw,Rock Tomb
722,Geodude,Geodude,Rock Throw,Rock Slide
723,Geodude,Geodude,Rock Throw,Frustration
724,Geodude,Geodude (Alolan Geodude),Rock Throw,Rock Tomb
725,Geodude,Geodude (Alolan Geodude),Rock Throw,Rock Slide
726,Geodude,Geodude (Alolan Geodude),Rock Throw,Thunderbolt
727,Geodude,Geodude (Alolan Geodude),Volt Switch,Rock Tomb
728,Geodude,Geodude (Alolan Geodude),Volt Switch,Rock Slide
729,Geodude,Geodude (Alolan Geodude),Volt Switch,Thunderbolt
730,Graveler,Graveler,Rock Throw,Dig
731,Graveler,Graveler,Rock Throw,Stone Edge
732,Graveler,Graveler,Rock Throw,Rock Slide
733,Graveler,Graveler,Mud-Slap,Dig
734,Graveler,Graveler,Mud-Slap,Stone Edge
735,Graveler,Graveler,Mud-Slap,Rock Slide
736,Graveler,Graveler (Alolan Graveler),Rock Throw,Stone Edge
737,Graveler,Graveler (Alolan Graveler),Rock Throw,Thunderbolt
738,Graveler,Graveler (Alolan Graveler),Rock Throw,Rock Blast
739,Graveler,Graveler (Alolan Graveler),Volt Switch,Stone Edge
740,Graveler,Graveler (Alolan Graveler),Volt Switch,Thunderbolt
741,Graveler,Graveler (Alolan Graveler),Volt Switch,Rock Blast
742,Golem,Golem,Rock Throw,Earthquake
743,Golem,Golem,Rock Throw,Stone Edge
744,Golem,Golem,Rock Throw,Ancient Power
745,Golem,Golem,Rock Throw,Rock Blast
746,Golem,Golem,Rock Throw,Frustration
747,Golem,Golem,Mud-Slap,Earthquake
748,Golem,Golem,Mud-Slap,Stone Edge
749,Golem,Golem,Mud-Slap,Ancient Power
750,Golem,Golem,Mud-Slap,Rock Blast
751,Golem,Golem,Mud-Slap,Frustration
752,Golem,Golem (Alolan Golem),Rock Throw,Stone Edge
753,Golem,Golem (Alolan Golem),Rock Throw,Wild Charge
754,Golem,Golem (Alolan Golem),Rock Throw,Rock Blast
755,Golem,Golem (Alolan Golem),Volt Switch,Stone Edge
756,Golem,Golem (Alolan Golem),Volt Switch,Wild Charge
757,Golem,Golem (Alolan Golem),Volt Switch,Rock Blast
758,Ponyta,Ponyta,Ember,Flame Wheel
759,Ponyta,Ponyta,Ember,Flame Charge
760,Ponyta,Ponyta,Ember,Fire Blast
761,Ponyta,Ponyta,Tackle,Flame Wheel
762,Ponyta,Ponyta,Tackle,Flame Charge
763,Ponyta,Ponyta,Tackle,Fire Blast
764,Ponyta,Ponyta (Galarian Ponyta),Low Kick,Psybeam
765,Ponyta,Ponyta (Galarian Ponyta),Low Kick,Play Rough
766,Ponyta,Ponyta (Galarian Ponyta),Low Kick,Swift
767,Ponyta,Ponyta (Galarian Ponyta),Psycho Cut,Psybeam
768,Ponyta,Ponyta (Galarian Ponyta),Psycho Cut,Play Rough
769,Ponyta,Ponyta (Galarian Ponyta),Psycho Cut,Swift
770,Rapidash,Rapidash,Low Kick,Heat Wave
771,Rapidash,Rapidash,Low Kick,Drill Run
772,Rapidash,Rapidash,Low Kick,Flame Charge
773,Rapidash,Rapidash,Low Kick,Fire Blast
774,Rapidash,Rapidash,Low Kick,Frustration
775,Rapidash,Rapidash,Ember,Heat Wave
776,Rapidash,Rapidash,Ember,Drill Run
777,Rapidash,Rapidash,Ember,Flame Charge
778,Rapidash,Rapidash,Ember,Fire Blast
779,Rapidash,Rapidash,Ember,Frustration
780,Rapidash,Rapidash,Fire Spin,Heat Wave
781,Rapidash,Rapidash,Fire Spin,Drill Run
782,Rapidash,Rapidash,Fire Spin,Flame Charge
783,Rapidash,Rapidash,Fire Spin,Fire Blast
784,Rapidash,Rapidash,Fire Spin,Frustration
785,Rapidash,Rapidash,Incinerate,Heat Wave
786,Rapidash,Rapidash,Incinerate,Drill Run
787,Rapidash,Rapidash,Incinerate,Flame Charge
788,Rapidash,Rapidash,Incinerate,Fire Blast
789,Rapidash,Rapidash,Incinerate,Frustration
790,Rapidash,Rapidash (Galarian Rapidash),Low Kick,Megahorn
791,Rapidash,Rapidash (Galarian Rapidash),Low Kick,Play Rough
792,Rapidash,Rapidash (Galarian Rapidash),Low Kick,Psychic
793,Rapidash,Rapidash (Galarian Rapidash),Low Kick,Body Slam
794,Rapidash,Rapidash (Galarian Rapidash),Psycho Cut,Megahorn
795,Rapidash,Rapidash (Galarian Rapidash),Psycho Cut,Play Rough
796,Rapidash,Rapidash (Galarian Rapidash),Psycho Cut,Psychic
797,Rapidash,Rapidash (Galarian Rapidash),Psycho Cut,Body Slam
798,Slowpoke,Slowpoke,Water Gun,Psyshock
799,Slowpoke,Slowpoke,Water Gun,Water Pulse
800,Slowpoke,Slowpoke,Water Gun,Psychic
801,Slowpoke,Slowpoke,Water Gun,Frustration
802,Slowpoke,Slowpoke,Confusion,Psyshock
803,Slowpoke,Slowpoke,Confusion,Water Pulse
804,Slowpoke,Slowpoke,Confusion,Psychic
805,Slowpoke,Slowpoke,Confusion,Frustration
806,Slowpoke,Slowpoke (Galarian Slowpoke),Confusion,Psyshock
807,Slowpoke,Slowpoke (Galarian Slowpoke),Confusion,Psychic
808,Slowpoke,Slowpoke (Galarian Slowpoke),Confusion,Surf
809,Slowpoke,Slowpoke (Galarian Slowpoke),Iron Tail,Psyshock
810,Slowpoke,Slowpoke (Galarian Slowpoke),Iron Tail,Psychic
811,Slowpoke,Slowpoke (Galarian Slowpoke),Iron Tail,Surf
812,Slowbro,Slowbro,Water Gun,Ice Beam
813,Slowbro,Slowbro,Water Gun,Water Pulse
814,Slowbro,Slowbro,Water Gun,Psychic
815,Slowbro,Slowbro,Water Gun,Frustration
816,Slowbro,Slowbro,Confusion,Ice Beam
817,Slowbro,Slowbro,Confusion,Water Pulse
818,Slowbro,Slowbro,Confusion,Psychic
819,Slowbro,Slowbro,Confusion,Frustration
820,Slowbro,Slowbro (Galarian Slowbro),Poison Jab,Sludge Bomb
821,Slowbro,Slowbro (Galarian Slowbro),Poison Jab,Psychic
822,Slowbro,Slowbro (Galarian Slowbro),Poison Jab,Focus Blast
823,Slowbro,Slowbro (Galarian Slowbro),Confusion,Sludge Bomb
824,Slowbro,Slowbro (Galarian Slowbro),Confusion,Psychic
825,Slowbro,Slowbro (Galarian Slowbro),Confusion,Focus Blast
826,Magnemite,Magnemite,Thunder Shock,Discharge
827,Magnemite,Magnemite,Thunder Shock,Magnet Bomb
828,Magnemite,Magnemite,Thunder Shock,Thunderbolt
829,Magnemite,Magnemite,Thunder Shock,Frustration
830,Magnemite,Magnemite,Spark,Discharge
831,Magnemite,Magnemite,Spark,Magnet Bomb
832,Magnemite,Magnemite,Spark,Thunderbolt
833,Magnemite,Magnemite,Spark,Frustration
834,Magneton,Magneton,Thunder Shock,Discharge
835,Magneton,Magneton,Thunder Shock,Flash Cannon
836,Magneton,Magneton,Thunder Shock,Magnet Bomb
837,Magneton,Magneton,Thunder Shock,Zap Cannon
838,Magneton,Magneton,Thunder Shock,Frustration
839,Magneton,Magneton,Spark,Discharge
840,Magneton,Magneton,Spark,Flash Cannon
841,Magneton,Magneton,Spark,Magnet Bomb
842,Magneton,Magneton,Spark,Zap Cannon
843,Magneton,Magneton,Spark,Frustration
844,Magneton,Magneton,Charge Beam,Discharge
845,Magneton,Magneton,Charge Beam,Flash Cannon
846,Magneton,Magneton,Charge Beam,Magnet Bomb
847,Magneton,Magneton,Charge Beam,Zap Cannon
848,Magneton,Magneton,Charge Beam,Frustration
849,Farfetch'd,Farfetch'd,Fury Cutter,Aerial Ace
850,Farfetch'd,Farfetch'd,Fury Cutter,Leaf Blade
851,Farfetch'd,Farfetch'd,Fury Cutter,Air Cutter
852,Farfetch'd,Farfetch'd,Fury Cutter,Frustration
853,Farfetch'd,Farfetch'd,Cut,Aerial Ace
854,Farfetch'd,Farfetch'd,Cut,Leaf Blade
855,Farfetch'd,Farfetch'd,Cut,Air Cutter
856,Farfetch'd,Farfetch'd,Cut,Frustration
857,Farfetch'd,Farfetch'd,Air Slash,Aerial Ace
858,Farfetch'd,Farfetch'd,Air Slash,Leaf Blade
859,Farfetch'd,Farfetch'd,Air Slash,Air Cutter
860,Farfetch'd,Farfetch'd,Air Slash,Frustration
861,Farfetch'd,Farfetch'd (Galarian Farfetch'd),Fury Cutter,Leaf Blade
862,Farfetch'd,Farfetch'd (Galarian Farfetch'd),Fury Cutter,Brick Break
863,Farfetch'd,Farfetch'd (Galarian Farfetch'd),Fury Cutter,Brave Bird
864,Farfetch'd,Farfetch'd (Galarian Farfetch'd),Rock Smash,Leaf Blade
865,Farfetch'd,Farfetch'd (Galarian Farfetch'd),Rock Smash,Brick Break
866,Farfetch'd,Farfetch'd (Galarian Farfetch'd),Rock Smash,Brave Bird
867,Doduo,Doduo,Peck,Drill Peck
868,Doduo,Doduo,Peck,Aerial Ace
869,Doduo,Doduo,Peck,Swift
870,Doduo,Doduo,Peck,Brave Bird
871,Doduo,Doduo,Quick Attack,Drill Peck
872,Doduo,Doduo,Quick Attack,Aerial Ace
873,Doduo,Doduo,Quick Attack,Swift
874,Doduo,Doduo,Quick Attack,Brave Bird
875,Dodrio,Dodrio,Feint Attack,Drill Peck
876,Dodrio,Dodrio,Feint Attack,Aerial Ace
877,Dodrio,Dodrio,Feint Attack,Air Cutter
878,Dodrio,Dodrio,Feint Attack,Brave Bird
879,Dodrio,Dodrio,Steel Wing,Drill Peck
880,Dodrio,Dodrio,Steel Wing,Aerial Ace
881,Dodrio,Dodrio,Steel Wing,Air Cutter
882,Dodrio,Dodrio,Steel Wing,Brave Bird
883,Seel,Seel,Lick,Aqua Jet
884,Seel,Seel,Lick,Aqua Tail
885,Seel,Seel,Lick,Icy Wind
886,Seel,Seel,Lick,Aurora Beam
887,Seel,Seel,Ice Shard,Aqua Jet
888,Seel,Seel,Ice Shard,Aqua Tail
889,Seel,Seel,Ice Shard,Icy Wind
890,Seel,Seel,Ice Shard,Aurora Beam
891,Seel,Seel,Water Gun,Aqua Jet
892,Seel,Seel,Water Gun,Aqua Tail
893,Seel,Seel,Water Gun,Icy Wind
894,Seel,Seel,Water Gun,Aurora Beam
895,Dewgong,Dewgong,Ice Shard,Blizzard
896,Dewgong,Dewgong,Ice Shard,Aqua Jet
897,Dewgong,Dewgong,Ice Shard,Aurora Beam
898,Dewgong,Dewgong,Frost Breath,Blizzard
899,Dewgong,Dewgong,Frost Breath,Aqua Jet
900,Dewgong,Dewgong,Frost Breath,Aurora Beam
901,Dewgong,Dewgong,Iron Tail,Blizzard
902,Dewgong,Dewgong,Iron Tail,Aqua Jet
903,Dewgong,Dewgong,Iron Tail,Aurora Beam
904,Grimer,Grimer,Poison Jab,Sludge
905,Grimer,Grimer,Poison Jab,Sludge Bomb
906,Grimer,Grimer,Poison Jab,Mud Bomb
907,Grimer,Grimer,Poison Jab,Frustration
908,Grimer,Grimer,Mud-Slap,Sludge
909,Grimer,Grimer,Mud-Slap,Sludge Bomb
910,Grimer,Grimer,Mud-Slap,Mud Bomb
911,Grimer,Grimer,Mud-Slap,Frustration
912,Grimer,Grimer (Alolan Grimer),Bite,Sludge Bomb
913,Grimer,Grimer (Alolan Grimer),Bite,Gunk Shot
914,Grimer,Grimer (Alolan Grimer),Bite,Crunch
915,Grimer,Grimer (Alolan Grimer),Poison Jab,Sludge Bomb
916,Grimer,Grimer (Alolan Grimer),Poison Jab,Gunk Shot
917,Grimer,Grimer (Alolan Grimer),Poison Jab,Crunch
918,Muk,Muk,Lick,Dark Pulse
919,Muk,Muk,Lick,Thunder Punch
920,Muk,Muk,Lick,Sludge Wave
921,Muk,Muk,Lick,Gunk Shot
922,Muk,Muk,Lick,Acid Spray
923,Muk,Muk,Lick,Frustration
924,Muk,Muk,Poison Jab,Dark Pulse
925,Muk,Muk,Poison Jab,Thunder Punch
926,Muk,Muk,Poison Jab,Sludge Wave
927,Muk,Muk,Poison Jab,Gunk Shot
928,Muk,Muk,Poison Jab,Acid Spray
929,Muk,Muk,Poison Jab,Frustration
930,Muk,Muk,Infestation,Dark Pulse
931,Muk,Muk,Infestation,Thunder Punch
932,Muk,Muk,Infestation,Sludge Wave
933,Muk,Muk,Infestation,Gunk Shot
934,Muk,Muk,Infestation,Acid Spray
935,Muk,Muk,Infestation,Frustration
936,Muk,Muk (Alolan Muk),Bite,Dark Pulse
937,Muk,Muk (Alolan Muk),Bite,Sludge Wave
938,Muk,Muk (Alolan Muk),Bite,Gunk Shot
939,Muk,Muk (Alolan Muk),Bite,Acid Spray
940,Muk,Muk (Alolan Muk),Poison Jab,Dark Pulse
941,Muk,Muk (Alolan Muk),Poison Jab,Sludge Wave
942,Muk,Muk (Alolan Muk),Poison Jab,Gunk Shot
943,Muk,Muk (Alolan Muk),Poison Jab,Acid Spray
944,Muk,Muk (Alolan Muk),Snarl,Dark Pulse
945,Muk,Muk (Alolan Muk),Snarl,Sludge Wave
946,Muk,Muk (Alolan Muk),Snarl,Gunk Shot
947,Muk,Muk (Alolan Muk),Snarl,Acid Spray
948,Shellder,Shellder,Ice Shard,Bubble Beam
949,Shellder,Shellder,Ice Shard,Water Pulse
950,Shellder,Shellder,Ice Shard,Icy Wind
951,Shellder,Shellder,Ice Shard,Frustration
952,Shellder,Shellder,Tackle,Bubble Beam
953,Shellder,Shellder,Tackle,Water Pulse
954,Shellder,Shellder,Tackle,Icy Wind
955,Shellder,Shellder,Tackle,Frustration
956,Cloyster,Cloyster,Ice Shard,Blizzard
957,Cloyster,Cloyster,Frost Breath,Blizzard
958,Gastly,Gastly,Sucker Punch,Dark Pulse
959,Gastly,Gastly,Sucker Punch,Ominous Wind
960,Gastly,Gastly,Sucker Punch,Sludge Bomb
961,Gastly,Gastly,Sucker Punch,Night Shade
962,Gastly,Gastly,Lick,Dark Pulse
963,Gastly,Gastly,Lick,Ominous Wind
964,Gastly,Gastly,Lick,Sludge Bomb
965,Gastly,Gastly,Lick,Night Shade
966,Gastly,Gastly,Astonish,Dark Pulse
967,Gastly,Gastly,Astonish,Ominous Wind
968,Gastly,Gastly,Astonish,Sludge Bomb
969,Gastly,Gastly,Astonish,Night Shade
970,Haunter,Haunter,Lick,Dark Pulse
971,Haunter,Haunter,Lick,Shadow Punch
972,Haunter,Haunter,Lick,Shadow Ball
973,Haunter,Haunter,Lick,Sludge Bomb
974,Haunter,Haunter,Shadow Claw,Dark Pulse
975,Haunter,Haunter,Shadow Claw,Shadow Punch
976,Haunter,Haunter,Shadow Claw,Shadow Ball
977,Haunter,Haunter,Shadow Claw,Sludge Bomb
978,Haunter,Haunter,Astonish,Dark Pulse
979,Haunter,Haunter,Astonish,Shadow Punch
980,Haunter,Haunter,Astonish,Shadow Ball
981,Haunter,Haunter,Astonish,Sludge Bomb
982,Gengar,Gengar,Sucker Punch,Dark Pulse
983,Gengar,Gengar,Sucker Punch,Focus Blast
984,Gengar,Gengar,Lick,Dark Pulse
985,Gengar,Gengar,Lick,Focus Blast
986,Gengar,Gengar,Shadow Claw,Dark Pulse
987,Gengar,Gengar,Shadow Claw,Focus Blast
988,Gengar,Gengar,Hex,Dark Pulse
989,Gengar,Gengar,Hex,Focus Blast
990,Onix,Onix,Tackle,Stone Edge
991,Onix,Onix,Tackle,Rock Slide
992,Onix,Onix,Rock Throw,Stone Edge
993,Onix,Onix,Rock Throw,Rock Slide
994,Drowzee,Drowzee,Pound,Psybeam
995,Drowzee,Drowzee,Pound,Psyshock
996,Drowzee,Drowzee,Pound,Psychic
997,Drowzee,Drowzee,Pound,Frustration
998,Drowzee,Drowzee,Confusion,Psybeam
999,Drowzee,Drowzee,Confusion,Psyshock
1000,Drowzee,Drowzee,Confusion,Psychic
1001,Drowzee,Drowzee,Confusion,Frustration
1002,Hypno,Hypno,Zen Headbutt,Ice Punch
1003,Hypno,Hypno,Zen Headbutt,Psyshock
1004,Hypno,Hypno,Confusion,Ice Punch
1005,Hypno,Hypno,Confusion,Psyshock
1006,Krabby,Krabby,Mud Shot,Vise Grip
1007,Krabby,Krabby,Mud Shot,Bubble Beam
1008,Krabby,Krabby,Mud Shot,Water Pulse
1009,Krabby,Krabby,Mud Shot,Frustration
1010,Krabby,Krabby,Bubble,Vise Grip
